level_0,level_1,level_2,control_data_Fz
280,0,31,9.905505578255362e-06
280,0,32,1.2973897003179741e-05
280,0,33,1.4594350285837055e-05
280,0,34,1.3436055651378713e-05
280,0,35,9.884070606804571e-06
280,0,36,5.647458322098788e-06
281,0,0,-1.314626498732505e-06
281,0,1,-1.9606064889763513e-06
281,0,2,-2.8772012657464664e-06
281,0,3,-3.860212076002166e-06
281,0,4,-4.4421857390086826e-06
281,0,5,-4.303634405469661e-06
281,0,6,-3.629579495706848e-06
281,0,7,-2.9708437511310906e-06
281,0,8,-2.7978624037497656e-06
281,0,9,-3.079194403153015e-06
281,0,10,-3.3057589954856254e-06
281,0,11,-2.8613560488160663e-06
281,0,12,-1.4940246951283373e-06
281,0,13,4.465052437040338e-07
281,0,14,2.1050797245058e-06
281,0,15,2.60335822772815e-06
281,0,16,1.594318224416665e-06
281,0,17,-4.368304481950235e-07
281,0,18,-2.406050261398129e-06
281,0,19,-3.321801390870308e-06
281,0,20,-2.938361329272185e-06
281,0,21,-1.825274766729582e-06
281,0,22,-7.681554166860753e-07
281,0,23,-6.844727624542443e-08
281,0,24,5.641810814663974e-07
281,0,25,1.4258717086354243e-06
281,0,26,2.228897243656549e-06
281,0,27,2.2333470375007503e-06
281,0,28,1.0346531934844804e-06
281,0,29,-8.223426570778082e-07
281,0,30,-2.135853023895666e-06
281,0,31,-2.093639554279607e-06
281,0,32,-1.015601825783615e-06
281,0,33,-7.305395224367743e-08
281,0,34,-1.8969342646226965e-07
281,0,35,-1.217747030706566e-06
281,0,36,-2.152036390961224e-06
282,0,0,-4.043670984402983e-06
282,0,1,-4.973057440546265e-06
282,0,2,-5.829022571108639e-06
282,0,3,-6.218299769789721e-06
282,0,4,-5.496493840887118e-06
282,0,5,-3.363135015298761e-06
282,0,6,-5.191479963338867e-07
282,0,7,1.8344315595234786e-06
282,0,8,2.6989975997097427e-06
282,0,9,2.054247337270488e-06
282,0,10,4.3748014574491626e-07
282,0,11,-1.59939611531127e-06
282,0,12,-4.0875737495032875e-06
282,0,13,-7.062363980103118e-06
282,0,14,-1.0111650195239485e-05
282,0,15,-1.2016240540901055e-05
282,0,16,-1.1728586279933693e-05
282,0,17,-9.129985982859296e-06
282,0,18,-5.603297260499331e-06
282,0,19,-2.9183418953963273e-06
282,0,20,-2.2022837911956386e-06
282,0,21,-2.9995070227814015e-06
282,0,22,-4.146357667135747e-06
282,0,23,-4.676938330364425e-06
282,0,24,-4.7901409547936675e-06
282,0,25,-5.1567357190724185e-06
282,0,26,-6.32285673745508e-06
282,0,27,-7.942909114841878e-06
282,0,28,-9.579480099046304e-06
282,0,29,-1.1069517660292126e-05
282,0,30,-1.2927768886409978e-05
282,0,31,-1.5199314156257569e-05
282,0,32,-1.7162799741704754e-05
282,0,33,-1.732114349923869e-05
282,0,34,-1.5055877380905705e-05
282,0,35,-1.1179685118957385e-05
282,0,36,-7.933411079630792e-06
283,0,0,-5.175021656020866e-06
283,0,1,-3.1867828986034967e-06
283,0,2,-2.2421644068668876e-06
283,0,3,-3.342293761998135e-06
283,0,4,-5.2030886629358096e-06
283,0,5,-5.467203017883233e-06
283,0,6,-2.9769022592277596e-06
283,0,7,9.987147826568096e-07
283,0,8,3.856961905687479e-06
283,0,9,4.00294090066762e-06
283,0,10,2.2125163343388222e-06
283,0,11,6.905621478964986e-07
283,0,12,8.309832206712862e-07
283,0,13,1.9617506333282307e-06
283,0,14,2.3015178500900837e-06
283,0,15,9.94147118297502e-07
283,0,16,-9.332445327256921e-07
283,0,17,-1.7799228127498781e-06
283,0,18,-1.1688615988083513e-06
283,0,19,-6.199074142901399e-07
283,0,20,-1.929885212684202e-06
283,0,21,-5.048365058166757e-06
283,0,22,-7.77136968038223e-06
283,0,23,-7.728455354138542e-06
283,0,24,-4.742120361420256e-06
283,0,25,-1.1204029018305672e-06
283,0,26,4.3826799554206694e-07
283,0,27,-8.022029880005844e-07
283,0,28,-3.2434436917725003e-06
283,0,29,-4.76335378884213e-06
283,0,30,-4.687580146129505e-06
283,0,31,-3.949633232615079e-06
283,0,32,-3.569290546219468e-06
283,0,33,-3.355381027153782e-06
283,0,34,-2.3240725914343827e-06
283,0,35,-2.5147242387913514e-07
283,0,36,1.5581703569560548e-06
284,0,0,6.99695894094309e-06
284,0,1,5.802972823472287e-06
284,0,2,3.613885982494964e-06
284,0,3,1.1079015331705327e-06
284,0,4,-1.0258459195096832e-06
284,0,5,-2.506561432771834e-06
284,0,6,-3.3145287073286795e-06
284,0,7,-3.578875892923226e-06
284,0,8,-3.532735407025335e-06
284,0,9,-3.6459740474453046e-06
284,0,10,-4.453503855044079e-06
284,0,11,-6.188924545676253e-06
284,0,12,-8.416922480958288e-06
284,0,13,-1.0201658885438498e-05
284,0,14,-1.0636079400011588e-05
284,0,15,-9.483842727953085e-06
284,0,16,-7.3307231287859085e-06
284,0,17,-5.2891767033159975e-06
284,0,18,-4.339695143336543e-06
284,0,19,-4.770111334576998e-06
284,0,20,-5.9605456932855115e-06
284,0,21,-6.748500991823165e-06
284,0,22,-6.194709659661495e-06
284,0,23,-4.355659685973594e-06
284,0,24,-2.3909248185854373e-06
284,0,25,-1.7502045272297897e-06
284,0,26,-2.986835396710658e-06
284,0,27,-5.159475844750751e-06
284,0,28,-6.5554116257807095e-06
284,0,29,-6.1645042487718784e-06
284,0,30,-4.61614406561321e-06
284,0,31,-3.569768576641843e-06
284,0,32,-4.15219625941025e-06
284,0,33,-5.831660833378855e-06
284,0,34,-7.033518445711856e-06
284,0,35,-6.766350371308256e-06
284,0,36,-5.699132901440491e-06
285,0,0,2.7320451815847515e-06
285,0,1,2.7159180212926005e-06
285,0,2,1.08196092490002e-06
285,0,3,-9.126023678182509e-07
285,0,4,-1.7687098343035736e-06
285,0,5,-9.717862812265104e-07
285,0,6,8.845799261443583e-07
285,0,7,2.836886457298121e-06
285,0,8,4.396203505191258e-06
285,0,9,5.499915360006173e-06
285,0,10,6.121571005038111e-06
285,0,11,6.033287080617241e-06
285,0,12,5.310094354172711e-06
285,0,13,4.629413957307695e-06
285,0,14,4.960215375165869e-06
285,0,15,6.517735261501523e-06
285,0,16,8.357304738570819e-06
285,0,17,8.927511358950454e-06
285,0,18,7.531407139499218e-06
285,0,19,4.941647131057785e-06
285,0,20,2.8005643306500545e-06
285,0,21,2.0812216772344395e-06
285,0,22,2.532151157981174e-06
285,0,23,3.1773699920977644e-06
285,0,24,3.596778023101806e-06
285,0,25,4.074125596844599e-06
285,0,26,4.936511760097171e-06
285,0,27,5.606299684453563e-06
285,0,28,5.078201577999838e-06
285,0,29,2.9894440094531546e-06
285,0,30,4.6390565112290467e-07
285,0,31,-8.66063977982405e-07
285,0,32,-2.9615107892108354e-07
285,0,33,1.116220590382143e-06
285,0,34,1.7869164633128447e-06
285,0,35,1.121583153122645e-06
285,0,36,2.1719040756438297e-07
286,0,0,-3.4088767787134532e-06
286,0,1,-3.777362564404309e-06
286,0,2,-4.235209843854752e-06
286,0,3,-5.332471925946464e-06
286,0,4,-6.8749382195519375e-06
286,0,5,-8.10685608741799e-06
286,0,6,-8.381970235250445e-06
286,0,7,-7.678275984108834e-06
286,0,8,-6.535849485847717e-06
286,0,9,-5.598953877536823e-06
286,0,10,-5.197715004359781e-06
286,0,11,-5.281801064972594e-06
286,0,12,-5.664372377218638e-06
286,0,13,-6.243724148859815e-06
286,0,14,-7.100673352704171e-06
286,0,15,-8.28678833911066e-06
286,0,16,-9.594358704993256e-06
286,0,17,-1.0400775654858358e-05
286,0,18,-1.0008141693081953e-05
286,0,19,-8.216909313547003e-06
286,0,20,-5.790023073917597e-06
286,0,21,-4.079260240209441e-06
286,0,22,-4.035689258781287e-06
286,0,23,-5.235099238936404e-06
286,0,24,-6.141221911655319e-06
286,0,25,-5.39874025749028e-06
286,0,26,-3.2565531485992014e-06
286,0,27,-1.4618048443937461e-06
286,0,28,-1.7654156444446648e-06
286,0,29,-4.105418399615859e-06
286,0,30,-6.494748328268502e-06
286,0,31,-6.601885350542296e-06
286,0,32,-3.866053578659758e-06
286,0,33,1.0635393595521497e-07
286,0,34,2.899165381222633e-06
286,0,35,3.4235425628970193e-06
286,0,36,2.5520097931913622e-06
287,0,0,6.121279602931321e-07
287,0,1,1.4673168143786082e-08
287,0,2,-6.850787587830657e-07
287,0,3,-1.0698795608995228e-06
287,0,4,-6.713129196203142e-07
287,0,5,4.273912572920183e-07
287,0,6,1.4485786084455972e-06
287,0,7,1.3743022668828126e-06
287,0,8,-1.001232946149867e-07
287,0,9,-2.2368233082016673e-06
287,0,10,-3.682103179314779e-06
287,0,11,-3.525109475736274e-06
287,0,12,-1.7918517454360868e-06
287,0,13,6.792590385239054e-07
287,0,14,2.9810035346970482e-06
287,0,15,4.5375458961126704e-06
287,0,16,5.199041047654725e-06
287,0,17,4.930873620457926e-06
287,0,18,3.903200980812511e-06
287,0,19,2.5748643039938326e-06
287,0,20,1.767782877289714e-06
287,0,21,2.0840436574371513e-06
287,0,22,3.4097175156283e-06
287,0,23,4.67704310415563e-06
287,0,24,4.669656188077757e-06
287,0,25,2.9663835890471346e-06
287,0,26,5.528180818668e-07
287,0,27,-9.806681337679642e-07
287,0,28,-7.128820122305649e-07
287,0,29,5.626444901448551e-07
287,0,30,1.0189197534545938e-06
287,0,31,-6.856052197990318e-07
287,0,32,-3.941794843360518e-06
287,0,33,-6.616945855432313e-06
287,0,34,-6.692592532682679e-06
287,0,35,-4.178673833360691e-06
287,0,36,-1.0730844383773867e-06
288,0,0,9.238332269306587e-06
288,0,1,9.320027450211753e-06
288,0,2,1.0603243002809478e-05
288,0,3,1.1883674046386762e-05
288,0,4,1.1996205463716094e-05
288,0,5,1.0747095235347302e-05
288,0,6,9.042881854983147e-06
288,0,7,7.907964145091758e-06
288,0,8,7.625924013103156e-06
288,0,9,7.602825757716978e-06
288,0,10,7.259614466367131e-06
288,0,11,6.697484159059585e-06
288,0,12,6.639169540700234e-06
288,0,13,7.440834562576703e-06
288,0,14,8.64433399476981e-06
288,0,15,9.341623947923985e-06
288,0,16,9.279578946040255e-06
288,0,17,9.081291635800771e-06
288,0,18,9.606727833121683e-06
288,0,19,1.0765240746311703e-05
288,0,20,1.1566404454701085e-05
288,0,21,1.1085886382380668e-05
288,0,22,9.669875142600387e-06
288,0,23,8.59767255029898e-06
288,0,24,8.851631123457193e-06
288,0,25,9.952333642158039e-06
288,0,26,1.0648623151125356e-05
288,0,27,1.0234551307515072e-05
288,0,28,9.511963576955176e-06
288,0,29,9.733651094826325e-06
288,0,30,1.1170507953481865e-05
288,0,31,1.239843859651593e-05
288,0,32,1.1747465935032305e-05
288,0,33,8.942520932136413e-06
288,0,34,5.721946666879715e-06
288,0,35,4.149705699081803e-06
288,0,36,4.868279647564025e-06
289,0,0,-4.616171714252556e-06
289,0,1,-4.342222811049376e-06
289,0,2,-2.874882963717102e-06
289,0,3,-1.7323786127083538e-06
289,0,4,-1.939878194919369e-06
289,0,5,-3.102970050203167e-06
289,0,6,-3.989297024746194e-06
289,0,7,-3.6999914851736863e-06
289,0,8,-2.4716010016115526e-06
289,0,9,-1.1541175980792672e-06
289,0,10,-2.331302119451769e-07
289,0,11,6.993918409160285e-07
289,0,12,2.2591972419965596e-06
289,0,13,4.332801173394376e-06
289,0,14,5.829161178103255e-06
289,0,15,5.6331723429083416e-06
289,0,16,3.745312334434126e-06
289,0,17,1.5337238666038788e-06
289,0,18,6.666616272219325e-07
289,0,19,1.7641767307434485e-06
289,0,20,3.944394179256918e-06
289,0,21,5.6954370787152945e-06
289,0,22,6.118862165977986e-06
289,0,23,5.483885333749618e-06
289,0,24,4.7114802120567134e-06
289,0,25,4.448567481527178e-06
289,0,26,4.649573453369713e-06
289,0,27,4.907015391287622e-06
289,0,28,4.988836810059275e-06
289,0,29,4.914719902920087e-06
289,0,30,4.6978206928261835e-06
289,0,31,4.096753097766124e-06
289,0,32,2.8244738553223023e-06
289,0,33,9.203096988843334e-07
289,0,34,-1.0734412331542088e-06
289,0,35,-2.465839534488909e-06
289,0,36,-2.858588274498388e-06
290,0,0,2.0278179665399594e-06
290,0,1,3.457794543148798e-07
290,0,2,-8.105105855787817e-07
290,0,3,-6.222295361973089e-07
290,0,4,7.736335762048951e-07
290,0,5,2.4716039119946416e-06
290,0,6,3.445154703918355e-06
290,0,7,3.4206343625952946e-06
290,0,8,3.0697356581136303e-06
290,0,9,3.434878868826722e-06
290,0,10,4.749537108924792e-06
290,0,11,5.887876337935235e-06
290,0,12,5.088427572781071e-06
290,0,13,1.7421896960004556e-06
290,0,14,-2.547082878419501e-06
290,0,15,-4.7290578345208654e-06
290,0,16,-2.8025117407345094e-06
290,0,17,2.2910601160553855e-06
290,0,18,7.133471914926124e-06
290,0,19,8.571719936698225e-06
290,0,20,6.242567271581921e-06
290,0,21,2.7270538745870454e-06
290,0,22,1.0460574386694178e-06
290,0,23,2.0358993727824553e-06
290,0,24,3.853044166251743e-06
290,0,25,4.0449879327507745e-06
290,0,26,1.8685357923587526e-06
290,0,27,-1.1889333286303403e-06
290,0,28,-3.0575022265967307e-06
290,0,29,-2.9756449737332937e-06
290,0,30,-1.942936098051236e-06
290,0,31,-1.4317965210089404e-06
290,0,32,-1.978042957860685e-06
290,0,33,-2.9059847725981434e-06
290,0,34,-3.355358471684842e-06
290,0,35,-3.1789212262842235e-06
290,0,36,-2.948664813003164e-06
291,0,0,2.1822488959096203e-07
291,0,1,-1.0829888358272809e-06
291,0,2,-2.719276057680525e-06
291,0,3,-4.217210943438461e-06
291,0,4,-4.7721355060154264e-06
291,0,5,-3.735525807499338e-06
291,0,6,-1.4446955207585152e-06
291,0,7,5.880468594428381e-07
291,0,8,6.239214692162288e-07
291,0,9,-1.7095493858589695e-06
291,0,10,-4.798928492733142e-06
291,0,11,-6.184724862878766e-06
291,0,12,-4.755286934515079e-06
291,0,13,-1.8723580348493793e-06
291,0,14,-3.117902952984624e-07
291,0,15,-1.7739599834972614e-06
291,0,16,-5.408897494471035e-06
291,0,17,-8.644306346130464e-06
291,0,18,-9.6231758631494e-06
291,0,19,-8.737337469167446e-06
291,0,20,-7.937341551992542e-06
291,0,21,-8.516710785932253e-06
291,0,22,-9.841631400600169e-06
291,0,23,-1.015362665053273e-05
291,0,24,-8.654441027642278e-06
291,0,25,-6.412884345144171e-06
291,0,26,-5.2786971414081315e-06
291,0,27,-5.819247321908321e-06
291,0,28,-6.689083338273067e-06
291,0,29,-6.032475083735399e-06
291,0,30,-3.606676235987636e-06
291,0,31,-1.170176910065655e-06
291,0,32,-8.600769561703606e-07
291,0,33,-3.0132387558923283e-06
291,0,34,-5.926959872437973e-06
291,0,35,-7.536011365546081e-06
291,0,36,-7.4034870715865785e-06
292,0,0,-2.86074323127688e-06
292,0,1,-2.3199140177980286e-06
292,0,2,-1.205873031501163e-06
292,0,3,-1.9297727081879162e-08
292,0,4,4.2474899324505477e-07
292,0,5,-1.6747744916206146e-07
292,0,6,-1.2438662637391686e-06
292,0,7,-1.932001243088878e-06
292,0,8,-1.7509635915192003e-06
292,0,9,-8.264220137244575e-07
292,0,10,4.906026861481535e-07
292,0,11,1.96584481473874e-06
292,0,12,3.503995737818937e-06
292,0,13,4.82962830495001e-06
292,0,14,5.493890867011857e-06
292,0,15,5.178896467306039e-06
292,0,16,4.147118004717759e-06
292,0,17,3.1390580729115088e-06
292,0,18,2.893357529869508e-06
292,0,19,3.4977184052937605e-06
292,0,20,4.316446275625508e-06
292,0,21,4.417401644218178e-06
292,0,22,3.403890201088267e-06
292,0,23,1.7316826673521868e-06
292,0,24,4.76579050708343e-07
292,0,25,4.167901868901848e-07
292,0,26,1.4766539827119218e-06
292,0,27,2.722634457866336e-06
292,0,28,3.274207532417327e-06
292,0,29,2.9764373255292852e-06
292,0,30,2.5525756808032377e-06
292,0,31,2.7843167532575944e-06
292,0,32,3.830576372602229e-06
292,0,33,4.961854648440772e-06
292,0,34,5.345938996095231e-06
292,0,35,4.703558513086229e-06
292,0,36,3.6024350802311305e-06
293,0,0,-5.034034490997892e-08
293,0,1,-1.3194167164486527e-07
293,0,2,1.1706051001776302e-06
293,0,3,3.304346732091668e-06
293,0,4,4.787501237331907e-06
293,0,5,4.7391685053721955e-06
293,0,6,3.915979017764948e-06
293,0,7,3.958559013751283e-06
293,0,8,5.683853390223023e-06
293,0,9,8.08595589885981e-06
293,0,10,9.261584047400712e-06
293,0,11,8.248004574066094e-06
293,0,12,5.978361967162965e-06
293,0,13,4.250742558400966e-06
293,0,14,4.033210703783082e-06
293,0,15,4.666062592558563e-06
293,0,16,4.898017578169964e-06
293,0,17,4.2546697565817415e-06
293,0,18,3.453356891059046e-06
293,0,19,3.2885262534175248e-06
293,0,20,3.6799796910534372e-06
293,0,21,3.7563543278739493e-06
293,0,22,3.1090662113810504e-06
293,0,23,2.3444800157557984e-06
293,0,24,2.473063651012739e-06
293,0,25,3.565317145707154e-06
293,0,26,4.62180439692351e-06
293,0,27,4.57121902845288e-06
293,0,28,3.654415249797183e-06
293,0,29,3.154688285291206e-06
293,0,30,4.062517533893957e-06
293,0,31,5.75120365668019e-06
293,0,32,6.600423610635825e-06
293,0,33,5.553251768091719e-06
293,0,34,3.364498529775977e-06
293,0,35,1.7250302592064103e-06
293,0,36,1.7028809706062033e-06
294,0,0,-7.600318462685769e-06
294,0,1,-6.821304224795537e-06
294,0,2,-4.032787970639399e-06
294,0,3,-1.3210746343652195e-06
294,0,4,-1.0383430135445557e-06
294,0,5,-3.7314971097083323e-06
294,0,6,-7.61640706040199e-06
294,0,7,-9.841326537971592e-06
294,0,8,-8.920369278849947e-06
294,0,9,-5.73455371882567e-06
294,0,10,-2.753374833547507e-06
294,0,11,-1.7822180136134734e-06
294,0,12,-2.840554995181858e-06
294,0,13,-4.489403430447405e-06
294,0,14,-5.55972700666695e-06
294,0,15,-5.880513796315733e-06
294,0,16,-6.135767126150683e-06
294,0,17,-6.670664251298296e-06
294,0,18,-7.35791702077414e-06
294,0,19,-7.805707835258286e-06
294,0,20,-8.144619035594075e-06
294,0,21,-8.635749819848682e-06
294,0,22,-9.395486407752876e-06
294,0,23,-9.943296902666565e-06
294,0,24,-1.0016676391490567e-05
294,0,25,-9.802657733059042e-06
294,0,26,-1.003288431491344e-05
294,0,27,-1.0830499538721507e-05
294,0,28,-1.1613949928035211e-05
294,0,29,-1.1354425974814978e-05
294,0,30,-1.0043660008300615e-05
294,0,31,-8.751957778615246e-06
294,0,32,-9.081643792154545e-06
294,0,33,-1.1326938134134754e-05
294,0,34,-1.4342511926759209e-05
294,0,35,-1.6109865340644346e-05
294,0,36,-1.56738332014357e-05
295,0,0,-2.5312280208451187e-06
295,0,1,-1.5251539707497816e-06
295,0,2,-1.3212821810592567e-06
295,0,3,-1.3218382461282067e-06
295,0,4,-9.62943264109401e-07
295,0,5,-2.7726555758155776e-07
295,0,6,4.9169876370432796e-08
295,0,7,-5.611213138703638e-07
295,0,8,-1.9757526682685523e-06
295,0,9,-3.3112956355146406e-06
295,0,10,-3.7859460117296644e-06
295,0,11,-3.3718778060982414e-06
295,0,12,-2.884057946405305e-06
295,0,13,-3.0602398056898603e-06
295,0,14,-3.86427096901772e-06
295,0,15,-4.3835589820630314e-06
295,0,16,-3.8346156205319325e-06
295,0,17,-2.320820056433436e-06
295,0,18,-9.879621904354029e-07
295,0,19,-8.867423407795161e-07
295,0,20,-2.189988877835983e-06
295,0,21,-4.0482100906282295e-06
295,0,22,-5.639843304746311e-06
295,0,23,-6.812447201459812e-06
295,0,24,-8.102017575532458e-06
295,0,25,-9.671381993444739e-06
295,0,26,-1.0961426032365126e-05
295,0,27,-1.1031839113225623e-05
295,0,28,-9.842325526966905e-06
295,0,29,-8.415800528277463e-06
295,0,30,-8.149048638655596e-06
295,0,31,-9.257380726624363e-06
295,0,32,-1.0626595189120174e-05
295,0,33,-1.0657421966799301e-05
295,0,34,-9.028140764637152e-06
295,0,35,-6.898542881595608e-06
295,0,36,-6.107329045391887e-06
296,0,0,-9.526502395676483e-07
296,0,1,-2.5627247323315545e-06
296,0,2,-6.070956532736591e-06
296,0,3,-9.090663796943257e-06
296,0,4,-9.030723002032904e-06
296,0,5,-5.580109147035279e-06
296,0,6,-1.0923081553268062e-06
296,0,7,1.3868239172749988e-06
296,0,8,8.25368545995696e-07
296,0,9,-1.179188092755628e-06
296,0,10,-2.149884344565821e-06
296,0,11,-1.1813293161639187e-06
296,0,12,5.608880739506186e-07
296,0,13,1.326271305269646e-06
296,0,14,7.102625310262203e-07
296,0,15,-2.925766055282793e-07
296,0,16,-6.965578099083386e-07
296,0,17,-8.472488970085812e-07
296,0,18,-1.7944101540702973e-06
296,0,19,-3.7297206846303587e-06
296,0,20,-5.225164282464075e-06
296,0,21,-4.591365427790997e-06
296,0,22,-1.765918958820126e-06
296,0,23,1.1861419074500634e-06
296,0,24,1.902476316145268e-06
296,0,25,-1.5348998887455304e-07
296,0,26,-3.221894123987579e-06
296,0,27,-5.115342067992754e-06
296,0,28,-5.192003377547537e-06
296,0,29,-4.658437025067388e-06
296,0,30,-4.826220246352742e-06
296,0,31,-5.610365125831068e-06
296,0,32,-5.649728784706126e-06
296,0,33,-4.057968241327899e-06
296,0,34,-1.5883668547974613e-06
296,0,35,-2.194338127039405e-07
296,0,36,-1.3409004368161845e-06
297,0,0,-3.2341501109734187e-06
297,0,1,-5.604506524672828e-06
297,0,2,-7.016956910743666e-06
297,0,3,-6.195809056873381e-06
297,0,4,-3.126201091817782e-06
297,0,5,6.293100435055891e-07
297,0,6,2.772436205690241e-06
297,0,7,1.9326335238149724e-06
297,0,8,-1.2422798321072264e-06
297,0,9,-4.523329402318475e-06
297,0,10,-5.938900810454424e-06
297,0,11,-5.304729062948063e-06
297,0,12,-4.2135846061095155e-06
297,0,13,-4.385615167715439e-06
297,0,14,-6.0843854041073145e-06
297,0,15,-7.970171400832702e-06
297,0,16,-8.62757309856002e-06
297,0,17,-8.034468311631578e-06
297,0,18,-7.619444772751177e-06
297,0,19,-8.734553687742778e-06
297,0,20,-1.1200994943935346e-05
297,0,21,-1.3242020410832319e-05
297,0,22,-1.3048686572610384e-05
297,0,23,-1.0387851371155697e-05
297,0,24,-6.9229900995435565e-06
297,0,25,-4.8003101971046645e-06
297,0,26,-4.922248336375665e-06
297,0,27,-6.290440163013564e-06
297,0,28,-7.126848610611238e-06
297,0,29,-6.542808939409388e-06
297,0,30,-5.408810182978363e-06
297,0,31,-5.429958845492769e-06
297,0,32,-7.468650548950217e-06
297,0,33,-1.0519598592830426e-05
297,0,34,-1.253027312968333e-05
297,0,35,-1.2090197740768232e-05
297,0,36,-9.678764907745864e-06
298,0,0,6.5763649288302635e-06
298,0,1,7.816094264907303e-06
298,0,2,8.789423140120477e-06
298,0,3,8.956652297225254e-06
298,0,4,8.17196863307757e-06
298,0,5,6.979328567785449e-06
298,0,6,6.339905033994912e-06
298,0,7,6.697172020473285e-06
298,0,8,7.493306586884804e-06
298,0,9,7.589390701782191e-06
298,0,10,6.510445479459247e-06
298,0,11,5.094631054335363e-06
298,0,12,4.864504153101766e-06
298,0,13,6.4357694149690765e-06
298,0,14,8.660063887770306e-06
298,0,15,9.41155681557479e-06
298,0,16,7.502692572346962e-06
298,0,17,3.7982638443561463e-06
298,0,18,5.222913464942588e-07
298,0,19,-6.976658473200196e-07
298,0,20,-4.0351111498341744e-08
298,0,21,1.0586256551910287e-06
298,0,22,1.5401274369955423e-06
298,0,23,1.5692190806567715e-06
298,0,24,1.8517155970935236e-06
298,0,25,2.353510934481094e-06
298,0,26,2.108858311250091e-06
298,0,27,3.757479190937864e-07
298,0,28,-2.117280596111891e-06
298,0,29,-3.482304652656311e-06
298,0,30,-2.319543125853119e-06
298,0,31,9.006678872142788e-07
298,0,32,4.195995342113007e-06
298,0,33,5.772316303203869e-06
298,0,34,5.39667861486958e-06
298,0,35,4.204315763566691e-06
298,0,36,3.43163197269301e-06
299,0,0,1.01478779163361e-05
299,0,1,9.046531475376805e-06
299,0,2,8.035275215343015e-06
299,0,3,8.110290339463058e-06
299,0,4,9.238186022556363e-06
299,0,5,1.0528779396284807e-05
299,0,6,1.1004428397697258e-05
299,0,7,1.0369278033877207e-05
299,0,8,9.07236840124977e-06
299,0,9,7.789877534041217e-06
299,0,10,6.8777300045301006e-06
299,0,11,6.222741014383598e-06
299,0,12,5.553985548428043e-06
299,0,13,4.757593413113145e-06
299,0,14,3.918990536666333e-06
299,0,15,3.088735366514665e-06
299,0,16,2.189754410098372e-06
299,0,17,1.1381800674352616e-06
299,0,18,8.93765913718617e-08
299,0,19,-6.286557075326482e-07
299,0,20,-7.727976596120394e-07
299,0,21,-4.7104686720343285e-07
299,0,22,-4.446023988606299e-08
299,0,23,3.1302100080987293e-07
299,0,24,8.558756362823862e-07
299,0,25,2.006447023517128e-06
299,0,26,3.931129744530725e-06
299,0,27,6.1319734417941175e-06
299,0,28,7.780092098500088e-06
299,0,29,8.224266034400328e-06
299,0,30,7.5545817924414825e-06
299,0,31,6.403978572891704e-06
299,0,32,5.547534320513297e-06
299,0,33,5.274363580988549e-06
299,0,34,5.463290371617903e-06
299,0,35,5.761354709096881e-06
299,0,36,6.050450337289091e-06
300,0,0,4.8527198982873975e-08
300,0,1,7.145006399754296e-07
300,0,2,1.3361289546911725e-06
300,0,3,1.5560925253294222e-06
300,0,4,1.3231660174631104e-06
300,0,5,1.0395241743313489e-06
300,0,6,1.2999065996133772e-06
300,0,7,2.3079641667333675e-06
300,0,8,3.624930158722104e-06
300,0,9,4.414515635587507e-06
300,0,10,4.132754900375453e-06
300,0,11,2.9115179565472404e-06
300,0,12,1.5321226102080768e-06
300,0,13,8.199369526063009e-07
300,0,14,1.1685752898719668e-06
300,0,15,2.289013389148017e-06
300,0,16,3.5331137568269104e-06
300,0,17,4.266445166560003e-06
300,0,18,4.347065688509541e-06
300,0,19,4.103673261156093e-06
300,0,20,4.1370116994410625e-06
300,0,21,4.644689466748415e-06
300,0,22,5.175494593272835e-06
300,0,23,4.741106092913725e-06
300,0,24,2.7635729977904514e-06
300,0,25,-3.067293210055624e-07
300,0,26,-2.898377031203389e-06
300,0,27,-3.4368783020088934e-06
300,0,28,-1.401077973200937e-06
300,0,29,2.0929217810502723e-06
300,0,30,5.195630806270141e-06
300,0,31,6.460623358953718e-06
300,0,32,5.799843797853682e-06
300,0,33,4.092349324354518e-06
300,0,34,2.51579535071759e-06
300,0,35,1.6313226540001687e-06
300,0,36,1.4598496126547395e-06
301,0,0,-2.5476011085082936e-06
301,0,1,-3.367857475658617e-06
301,0,2,-3.3099539489105925e-06
301,0,3,-2.5503277736648394e-06
301,0,4,-2.0686097140170214e-06
301,0,5,-2.5326246409299724e-06
301,0,6,-3.584093482206105e-06
301,0,7,-4.112289086493314e-06
301,0,8,-3.4803972603393303e-06
301,0,9,-2.1415611946279915e-06
301,0,10,-1.2263243844173289e-06
301,0,11,-1.248239387178868e-06
301,0,12,-1.635489776886847e-06
301,0,13,-1.3149260862917333e-06
301,0,14,-3.8522072151086487e-08
301,0,15,1.301451285437886e-06
301,0,16,1.4129416951160569e-06
301,0,17,-1.9084858422671746e-09
301,0,18,-1.928231387493854e-06
301,0,19,-2.8434248148065958e-06
301,0,20,-2.1939759207690267e-06
301,0,21,-7.29887198720891e-07
301,0,22,1.883282066824625e-07
301,0,23,-2.103371232998719e-08
301,0,24,-8.219272908413191e-07
301,0,25,-1.1371075912669498e-06
301,0,26,-6.087520523340513e-07
301,0,27,2.0279428856391094e-07
301,0,28,4.34139935453412e-07
301,0,29,5.249953652323929e-08
301,0,30,-1.448603733237108e-07
301,0,31,7.07780156150211e-07
301,0,32,2.3175556980011897e-06
301,0,33,3.3094144366454614e-06
301,0,34,2.135811005239818e-06
